Year,Team,AVGAGE,MEDAGE,AGERANGE,AVGHEIGHT,MEDHEIGHT,AGECOUNT,HEIGHTCOUNT,AGEHEIGHT,Place,MaxRounds,Perf,PerfPer
2014,Belgium,25.43478261,26,16,1.844347826,1.85,23,23,48.1,3,5,2,0.4
2014,Bosnia and Herzegovina,26.56521739,27,13,1.847826087,1.84,23,23,49.68,5,5,0,0
2014,Brazil,27.86956522,27,14,1.809130435,1.8,23,23,48.6,2,5,3,0.6
2014,Cameroon,26.08695652,26,15,1.814347826,1.81,23,23,47.06,5,5,0,0
2014,Chile,27.47826087,27,11,1.755217391,1.76,23,23,47.52,4,5,1,0.2
2014,Colombia,27,27,21,1.807391304,1.81,23,23,48.87,3,5,2,0.4
2014,Costa Rica,26.91304348,27,11,1.804782609,1.78,23,23,48.06,3,5,2,0.4
2014,Cote D'Ivoire,27.34782609,27,15,1.815652174,1.8,23,23,48.6,5,5,0,0
2014,Croatia,26.91304348,28,14,1.840434783,1.84,23,23,51.52,5,5,0,0
2014,Ecuador,26.91304348,26,16,1.787391304,1.8,23,23,46.8,5,5,0,0
2014,England,26.08695652,26,17,1.825217391,1.83,23,23,47.58,5,5,0,0
2014,France,26.26086957,27,15,1.81173913,1.84,23,23,49.68,3,5,2,0.4
2014,Germany,25.7826087,25,15,1.850434783,1.85,23,23,46.25,0,5,5,1
2014,Ghana,24.91304348,24,11,1.800434783,1.8,23,23,43.2,5,5,0,0
2014,Greece,27.82608696,27,17,1.838695652,1.84,23,23,49.68,4,5,1,0.2
2014,Honduras,28.04347826,28,17,1.800869565,1.8,23,23,50.4,5,5,0,0
2014,Iran,27.95652174,28,13,1.838695652,1.84,23,23,51.52,5,5,0,0
2014,Italy,27.39130435,27,15,1.827826087,1.86,23,23,50.22,5,5,0,0
2014,Japan,26.7826087,27,11,1.77,1.77,23,23,47.79,5,5,0,0
2014,Mexico,26.60869565,26,14,1.773478261,1.77,23,23,46.02,4,5,1,0.2
2014,Netherlands,25.91304348,26,13,1.804782609,1.83,23,23,47.58,2,5,3,0.6
2014,Nigeria,25.17391304,23,14,1.823478261,1.84,23,23,42.32,4,5,1,0.2
2014,Portugal,28.08695652,29,12,1.814347826,1.82,23,23,52.78,5,5,0,0
2014,Russia,26.91304348,27,13,1.813478261,1.82,23,23,49.14,5,5,0,0
2014,South Korea,25.69565217,25,11,1.835652174,1.83,23,23,45.75,5,5,0,0
2014,Spain,27.73913043,27,13,1.797391304,1.8,23,23,48.6,5,5,0,0
2014,Switzerland,25.47826087,25,9,1.825652174,1.83,23,23,45.75,4,5,1,0.2
2014,USA,27.30434783,27,16,1.833043478,1.84,23,23,49.68,4,5,1,0.2
2014,Uruguay,28.04347826,28,16,1.806956522,1.81,23,23,50.68,4,5,1,0.2
2018,Argentina,28.95652174,30,15,1.789565217,1.78,23,23,53.4,4,5,1,0.2
2018,Australia,27.69565217,26,20,1.813478261,1.8,23,23,46.8,5,5,0,0
2018,Belgium,27.04347826,26,12,1.85826087,1.87,23,23,48.62,2,5,3,0.6
2018,Brazil,28.04347826,28,12,1.8,1.81,23,23,50.68,3,5,2,0.4
2018,Colombia,27.7826087,27,13,1.803913043,1.82,23,23,49.14,4,5,1,0.2
2018,Costa Rica,29.2173913,29,16,1.807826087,1.79,23,23,51.91,5,5,0,0
2018,Croatia,27.30434783,29,12,1.849130435,1.86,23,23,53.94,1,5,4,0.8
2018,Denmark,26.82608696,27,14,1.853043478,1.85,23,23,49.95,4,5,1,0.2
2018,Egypt,28.56521739,29,24,1.819565217,1.82,23,23,52.78,5,5,0,0
2018,England,25.43478261,25,13,1.82826087,1.83,23,23,45.75,2,5,3,0.6
2018,France,25.56521739,25,14,1.815217391,1.82,23,23,45.5,0,5,5,1
2018,Germany,26.73913043,27,10,1.853913043,1.86,23,23,50.22,5,5,0,0
2018,Iceland,28.13043478,28,15,1.850434783,1.86,23,23,52.08,5,5,0,0
2018,Iran,26.69565217,26,14,1.839565217,1.85,23,23,48.1,5,5,0,0
2018,Japan,28.08695652,28,12,1.782173913,1.78,23,23,49.84,4,5,1,0.2
2018,Mexico,28.60869565,28,19,1.78826087,1.78,23,23,49.84,4,5,1,0.2
2018,Morocco,26.86956522,28,13,1.826086957,1.82,23,23,50.96,5,5,0,0
2018,Nigeria,25.47826087,25,13,1.845652174,1.85,23,23,46.25,5,5,0,0
2018,Panama,28.73913043,29,18,1.827391304,1.83,23,23,53.07,5,5,0,0
2018,Peru,26.91304348,27,12,1.775652174,1.78,23,23,48.06,5,5,0,0
2018,Poland,27.91304348,28,12,1.832173913,1.83,23,23,51.24,4,5,1,0.2
2018,Portugal,27.95652174,27,15,1.791304348,1.79,23,23,48.33,5,5,0,0
2018,Russia,28.13043478,28,16,1.849130435,1.84,23,23,51.52,3,5,2,0.4
2018,Saudi Arabia,28.17391304,28,13,1.778695652,1.77,23,23,49.56,5,5,0,0
2018,Senegal,26.56521739,27,13,1.834782609,1.84,23,23,49.68,5,5,0,0
2018,Serbia,26.30434783,26,14,1.854347826,1.86,23,23,48.36,5,5,0,0
2018,South Korea,27.30434783,28,11,1.820434783,1.83,23,23,51.24,5,5,0,0
2018,Spain,27.86956522,28,13,1.79826087,1.79,23,23,50.12,4,5,1,0.2
2018,Sweden,27.69565217,27,10,1.856521739,1.84,23,23,49.68,3,5,2,0.4
2018,Switzerland,26.60869565,26,13,1.832608696,1.84,23,23,47.84,4,5,1,0.2
2018,Tunisia,26,26,13,1.832608696,1.84,23,23,47.84,5,5,0,0
2018,Uruguay,27.56521739,28,15,1.806956522,1.83,23,23,51.24,3,5,2,0.4
