"","x"
"2464",0.153964948930786
"1814",0.00206519654591565
"2419",0.0254297548121249
"2273",0.313101661697884
"1721",0.175745093700633
"472",0.00884877838611869
"745",3.83946171841598e-05
"551",6.58022228208829e-05
"1536",0.170935859014318
"1556",0.0611563124942137
"455",0.0200260039687558
"3058",0.0174155527436896
"773",0.251100783239908
"688",0.00196352542995654
"11",0.372202499298869
"2711",0.137779469476046
"2430",0.0115862769011795
"452",0.0223939331261598
"2770",0.36494005796215
"412",0.12476784412662
"3033",0.0769405864832077
"3456",0.0514102303971836
"1405",0.0129153785104171
"2168",0.454183291347397
"3423",0.316415317719802
"1686",2.40091211363817e-05
"1267",0.000874536915928102
"3232",0.178569982690546
"621",0.0555118973613462
"681",0.00272591820065275
"115",0.00250113087061178
"1049",0.00504508979573814
"1909",0.162046289975136
"3525",0.0285751895581027
"3317",0.0744429938907086
"3172",0.108909407418293
"367",3.83493929352719e-05
"1624",0.00227920148325809
"982",0.122540190868225
"2582",0.0286674008033014
"428",0.0691682457450576
"2062",1.9275082850942e-05
"2864",0.158230881757096
"1575",0.0254005613228654
"1233",0.00558576818507585
"792",0.126195080684598
"2332",0.0211261103059156
"2708",0.160893937964871
"2504",0.0218212339862356
"2905",0.0177092398124843
"2610",0.356055657243408
"2803",0.0738915234725193
"475",0.00649379084052055
"1522",0.276096479729398
"2895",0.0344140396666489
"2592",0.0172505160790584
"2914",0.00842763570683194
"1668",0.000151356261050962
"3128",0.0187671058885074
"1221",0.0103880041692059
"1085",0.000685182632031128
"3168",0.133320187268066
"2366",0.327562689511097
"2253",0.00856514037328686
"1477",0.000201610835480971
"1361",0.104406123873759
"726",0.000210971160176536
"1288",0.000216936665302896
"1058",0.00299473169872867
"791",0.131744559510104
"2004",0.00189792963647036
"1731",0.113560231290477
"2436",0.548698173180135
"605",0.11774253287675
"1216",0.0141187289250542
"2650",0.0550423944784005
"2338",0.0154503633986184
"1794",0.00592662853222154
"3372",0.140640260905868
"3471",0.0118021663053319
"919",0.000131187742559669
"3457",0.0485268491184366
"1616",0.00353092491931553
"1168",0.13212441373707
"3439",0.132284775731944
"981",0.130962685497258
"1037",0.00889868048352643
"267",0.0184009228783572
"759",0.538671534070908
"2109",0.0827751371199623
"2970",0.0392637934997541
"958",0.285162517693181
"2521",0.494361536255063
"1445",0.00162765300699697
"692",0.00148557139217067
"1898",0.255708255512234
"2662",0.0303596241485825
"1366",0.0805947481490423
"3070",0.433586482528287
"1372",0.0580047360444659
"3282",0.477060935828542
"3209",0.575228756612716
"2595",0.0129181727431761
"2351",0.00652738795727719
"1834",0.000585843432757237
"1892",0.360732404718407
"2616",0.288161210987174
"846",0.0111430136511455
"1646",0.000630359016446562
"1880",0.568978406729405
"1107",0.000141796885482811
"3077",0.336000175715918
"1042",0.00722419745346012
"2474",0.0919655219319287
"2790",0.129755463735
"485",0.00407446826376561
"1549",0.0878659501595822
"822",0.0338457031234094
"1572",0.0298283965073539
"1243",0.00322548486168731
"2568",0.0544551318168868
"168",9.67557760048779e-05
"1464",0.000396889801461577
"703",0.000841905634678769
"2378",0.182170316650035
"3429",0.220831017976018
"1406",0.0120277288352127
"1266",0.000946317460353035
"1446",0.00142376791008279
"917",0.000167073679045226
"3442",0.122869177383715
"3343",0.0122744836731769
"1966",0.0108905183924353
"1149",0.270789809930674
"2743",0.0315869242523591
"2849",0.35356772432386
"2885",0.0600925192486783
"3005",0.31066627557388
"1038",0.0085933510246852
"3152",0.270462472029869
"2329",0.0236209836309459
"2364",0.35033244334223
"3054",0.0205043473038215
"1045",0.00635946496771159
"1651",0.000427053791364321
"2537",0.237873565003881
"463",0.0130974701537747
"2005",0.00181172575916059
"512",0.000980209604599655
"1008",0.034730128816463
"1232",0.00558576818507585
"3",0.541078505224836
"685",0.002200493774296
"2033",0.000266585533721949
"93",0.00848324961527333
"638",0.0250346999497282
"70",0.0276710022826934
"301",0.00266050725308264
"2591",0.0172505160790584
"1471",0.000285699891024182
"2170",0.409095519489874
"1937",0.0431855677477474
"1431",0.00295614812507875
"2697",0.266331627158769
"2030",0.000314470541064974
"269",0.0169803129415801
"1066",0.00174623988577656
"1280",0.000353077587699523
"1187",0.0525522564314221
"1795",0.00572268661150709
"1415",0.0075411169868076
"2028",0.000353077587699523
"1523",0.264671913723384
"1468",0.000329456904051932
"1641",0.000939861005041653
"402",0.196197763662778
"3431",0.184575583125731
"1840",0.00036160544184431
"189",0.595196336607148
"1383",0.0364250681055372
"2393",0.0853593700098998
"192",0.487685950085553
"148",0.000422642207484547
"2695",0.308846584006469
"1649",0.000468721407488177
"2580",0.0310349088636322
"2524",0.444065457260408
"2683",0.52088576574942
"1238",0.00416561845586586
"1874",2.37382149753813e-05
"2390",0.101071034073751
"1526",0.243577207630046
"18",0.294949274743587
"1684",3.66300581230531e-05
"1302",7.99140157444725e-05
"3290",0.328082118491198
"294",0.00386333008764367
"1176",0.0880935866250905
"3262",0.0409008932523203
"2381",0.154334854821378
"1197",0.033884265362231
"714",0.000496894706325237
"459",0.0171031378632623
"21",0.231756975853715
"3191",0.0420283896582186
"1276",0.000496309692071136
"537",0.000198303859884477
"909",0.000305823788597261
"1121",4.37771243138051e-05
"2328",0.0252314742225444
"2870",0.121097490758665
"2044",0.000117228387724121
"1299",0.000107664996657222
"1595",0.0104172090342293
"119",0.00214869205811744
"388",0.372865647856652
"921",0.000122265370114822
"2010",0.00102228861282057
"511",0.000980209604599655
"2645",0.0714070508657245
"1025",0.0160215204663238
"1895",0.288403034848633
"3369",0.179648039220213
"3210",0.530081705123353
"2602",0.499620649929187
"128",0.0014204204632019
"435",0.0504398572457268
"2536",0.252482129335336
"2337",0.0166985087765234
"1369",0.0700871232872619
"1809",0.00257594458182028
"470",0.00981383798401081
"506",0.00119216271629942
"3499",0.141470506493259
"690",0.00185323733877637
"3273",0.0138706148178059
"2879",0.0793934817602097
"1611",0.00502257504990836
"1519",0.312135670693417
"3173",0.0997895329849209
"1116",7.4690202469953e-05
"2144",0.0152112031587727
"2694",0.330955652039775
"385",0.42675011174495
"1470",0.000299315574558286
"1882",0.51350755836147
"1816",0.00190331138841071
"1198",0.033884265362231
"31",0.156788681995715
"1508",0.497198296708896
"2797",0.098922476286472
"3410",0.00872712898285665
"1167",0.140413497336508
"874",0.00228566189036569
"43",0.0985030366289717
"725",0.000220400243747439
"2300",0.0852673964416374
"799",0.0964641117450296
"3141",0.506832582755404
"325",0.000891012261741464
"309",0.00200518677821776
"2947",0.118702612833603
"2249",0.0110443813122357
"3350",0.428021275005108
"1817",0.00180660250353592
"2063",1.71668342455697e-05
"1644",0.000685990123357229
"1130",9.6583434952106e-06
"2068",0.499740582720652
"1613",0.00466933297562646
"157",0.00021520175901948
"121",0.00195243774099761
"1913",0.134169683702986
"1975",0.0078442627051076
"3207",0.00991059507617971
"3127",0.0187671058885074
"1747",0.0541883013032613
"46",0.0760893646909383
"3326",0.0480594639114972
"708",0.000629616968239717
"1902",0.216269226376689
"495",0.0022255510454732
"2496",0.0320602775213788
"581",0.303423122419107
"1555",0.0647390553186953
"2796",0.106456133820092
"2993",0.56938505734288
"2593",0.0154609982395765
"432",0.0587194978261077
"2026",0.000415802291211516
"3299",0.197730342696451
"3347",0.486562865566486
"1346",0.187297263372625
"2801",0.0790655386632923
"1181",0.0688793789473809
"1604",0.00682843362476618
"3217",0.321497096288417
"711",0.000560128662931986
"178",3.96116286127308e-05
"1018",0.0228698686616616
"3233",0.171840890650598
"1581",0.019337229693148
"643",0.0204999462414845
"684",0.00230515293745031
"535",0.000212773995791679
"1517",0.340709782436292
"1653",0.000370339192247248
"155",0.000236203867922202
"138",0.000779329145698003
"2089",0.191579661296155
"1161",0.175574425605545
"1749",0.0497420996883074
"2281",0.225834940283903
"1203",0.0270048608164279
"473",0.00827509580108261
"3321",0.0642676589576625
"2203",0.089296596699248
"3135",0.00957088032890291
"1467",0.00034810631993504
"1739",0.0802622756992769
"3254",0.064810454880229
"3325",0.0513868402669524
"419",0.0977075428036867
"2132",0.0278559705365805
"1376",0.0498205448748821
"2107",0.0944032027227833
"540",0.000159737278037341
"2844",0.440275987997119
"984",0.109785005403189
"2407",0.0464947279673714
"2209",0.0732311853310322
"1990",0.00339788911017849
"2558",0.0922027056527975
"3341",0.0146685027575663
"1511",0.442665172248046
"3188",0.0495300452203444
"448",0.0275631662442515
"636",0.0289188141398125
"628",0.0391930311192
"83",0.0151088933089551
"134",0.000953274997137679
"3480",0.4156844737081
"2201",0.0997895329849209
"2036",0.000236482360633846
"2776",0.246111205167135
"1136",0.469694932610324
"2710",0.143057577494745
"2495",0.0344140396666489
"1323",0.457701955416745
"1491",6.40064974904452e-05
"3048",0.0312773321667127
"1213",0.0157553733276856
"2012",0.000975817427173616
"3379",0.093256560424226
"1123",3.90997865322541e-05
"674",0.00411594257880592
"401",0.212527419223384
"3071",0.405670998295536
"3102",0.103260909930111
"2807",0.0611287739318144
"2304",0.0721953038029554
"288",0.00604478207589067
"305",0.00223448590299543
"1614",0.00466933297562646
"756",0.596562660827694
"2983",0.0169643050270067
"1381",0.0394072538651296
"1922",0.096114684523769
"3008",0.276428052716095
"2716",0.11040938689038
"2428",0.0136174100138895
"1751",0.0452738044859919
"1278",0.000404847112000529
"3250",0.0783628749194296
"390",0.346843813743606
"2424",0.0190831422153928
"2017",0.000747765282253439
"319",0.00121461452024748
"3354",0.354106674922458
"826",0.0300552982486163
"2530",0.345826131808319
"2669",0.0215306064591117
"3367",0.201622167218569
"3046",0.0361929616480709
"1619",0.00312451482608268
"2578",0.033499202567424
"3408",0.0137162492202558
"272",0.0146344717376679
"2023",0.000492449516452078
"1098",0.000261037293304415
"934",4.10316437685908e-05
"494",0.00246309241743282
"2204",0.0858033958367015
"2422",0.0208490170120462
"1264",0.00112382813846845
"312",0.00168869926792605
"1047",0.00544193652848691
"1177",0.0824707701986339
"2952",0.0979155559745401
"3285",0.427732751018567
"1407",0.0115513302199712
"1587",0.0150667354707108
"751",1.86039229722633e-05
"1985",0.00466933297562646
"2880",0.0793934817602097
"226",0.116739714166073
"817",0.0426227964876768
"2892",0.0432830751619173
"117",0.00241477781869077
"1030",0.01329755000369
"2387",0.113630603371991
"2136",0.0236209836309459
"1969",0.00975421953977688
"144",0.000510584185013335
"612",0.0844235267855564
"3162",0.178154227523419
"655",0.0119465711367357
"2103",0.110178073425191
"2123",0.0409659966042721
"1950",0.0249942548506485
"123",0.00170793865282829
"1105",0.000156966384724224
"2857",0.226041069045988
"649",0.0157811102697714
"1869",4.7183669233471e-05
"2151",0.0106065133397566
"3400",0.0321851253957253
"2574",0.0419143158410056
"2049",7.64947033532406e-05
"468",0.0107012775928452
"818",0.0412084448158173
"1977",0.00665743805898227
"844",0.0119801047164767
"343",0.000271610835306248
"1414",0.00785344090483676
"971",0.184293171623836
"2463",0.158609115268751
"3066",0.585305774410822
"3246",0.0905539044677323
"1586",0.0156420732454495
"3024",0.118406151742258
"2534",0.284922323039205
"1433",0.00275562337711262
"2926",0.35589543230177
"3300",0.197730342696451
"1535",0.17680976678774
"2946",0.125829801605399
"2977",0.0245315619383655
"2745",0.0284639329841807
"2369",0.278940551528167
"2344",0.0107564074274049
"2923",0.385161109988574
"600",0.139331853066758
"1758",0.0304922367808785
"2656",0.0423051549292691
"3526",0.0252895150790821
"3178",0.0828646659436583
"442",0.0342967373423488
"1888",0.41195772757765
"2944",0.138116837454364
"122",0.0018690477810671
"1968",0.0101003754785108
"2894",0.0357013933419023
"677",0.00342847084587241
"834",0.0187413832863341
"2866",0.143057577494745
"15",0.338908080343361
"579",0.328447796539143
"2092",0.178813363807886
"2997",0.43219355243959
"2861",0.190009615525949
"523",0.000503989733275669
"2555",0.0995349726617108
"403",0.189392361537132
"2200",0.103260909930111
"2233",0.0260824443006782
"3013",0.213676519439406
"329",0.000685511189102981
"3333",0.0311914888436253
"3269",0.0171545891432087
"2365",0.35033244334223
"196",0.408810634864429
"3201",0.0160697711203867
"1805",0.00351514357094314
"389",0.358772085535182
"2309",0.0649110401882111
"977",0.15588486175542
"968",0.204376101683489
"1402",0.0144549297499386
"3040",0.0527874884893972
"1119",4.99970023717445e-05
"3488",0.243488829270266
"1437",0.00243823227845596
"928",7.49023813045648e-05
"619",0.0620723187547779
"1806",0.00317273538353665
"353",0.000143483719332909
"2116",0.0623065152815309
"1228",0.00735240673932292
"230",0.100387006030743
"2672",0.0190390671046887
"2601",0.51905561936476
"670",0.00491853102402991
"75",0.0219024163822758
"689",0.00185323733877637
"1199",0.0313925654333303
"998",0.0536938340245049
"3094",0.145656014181307
"1110",0.000115850182969754
"717",0.000413649017726984
"748",2.26314049495954e-05
"3473",0.577999110222474
"2376",0.213478555975301
"1717",0.211856147899686
"2250",0.0104880874658847
"942",8.76412928446429e-06
"2269",0.357738573816289
"767",0.316925401112889
"361",6.99236890017324e-05
"2130",0.0298283965073539
"1322",0.4671627589061
"1002",0.0451005508858274
"2340",0.0144145699380418
"1690",1.55774599856515e-05
"3452",0.0651259887399144
"2447",0.35356772432386
"2611",0.348021460572403
"1333",0.304023071607453
"2476",0.0853593700098998
"2543",0.190083460022943
"2869",0.126142190249209
"648",0.0164290535372454
"3126",0.0210477434076519
"765",0.369168447696071
"2242",0.0153821308909362
"1400",0.0160663062848068
"2806",0.0635184478702602
"2787",0.153964948930786
"672",0.00491853102402991
"2573",0.0433517989229285
"666",0.00724457269808648
"3035",0.0685609874765233
"1577",0.022975459650483
"687",0.0020453231283122
"3283",0.468281905219677
"2953",0.094848198573858
"1656",0.000330392581270314
"1196",0.0350564285892376
"3021",0.143899703749088
"242",0.0545653261051282
"2607",0.38936603414496
"734",0.000103229445655675
"3067",0.501453718531625
"3450",0.0735844902583905
"1984",0.00484959085353256
"287",0.00653815080438272
"855",0.00709482759716854
"2613",0.328447796539143
"136",0.000850503554538938
"1222",0.0103880041692059
"3095",0.136241644038157
"1493",5.32795047707683e-05
"2751",0.0192744342499943
"2120",0.0512953959004141
"912",0.000249162431529946
"3275",0.011284334721759
"2554",0.102736695320599
"1600",0.00814608444961122
"1980",0.00589329402981348
"1335",0.28757962929996
"1364",0.09110167679765
"1068",0.0016138812429989
"1558",0.0591649696496247
"2052",6.01628368252372e-05
"606",0.11413264811678
"1014",0.026166828212571
"200",0.34775407678254
"2798",0.0926787223512561
"45",0.0815278421923107
"2276",0.282713214520202
"1427",0.00360399948340007
"2054",4.38804346372396e-05
"879",0.00171278259256438
"1056",0.00324914484763063
"2179",0.315292900482617
"2437",0.510966771362112
"1318",7.33486033511076e-06
"1496",4.23119363017665e-05
"3460",0.0435186408573632
"2996",0.464045963829013
"2219",0.0482334480805036
"340",0.000351249026182949
"1886",0.441674704604556
"2658",0.0356608394401003
"2840",0.526960280059866
"260",0.0245545321325074
"3387",0.067229663156615
"1498",3.09995685319785e-05
"1336",0.277564367611033
"1726",0.139871799670569
"1995",0.00282668644362747
"2896",0.0312773321667127
"1061",0.00246599001429495
"3215",0.412528883549192
"3322",0.0610336670278482
"3421",0.341985450040607
"3517",0.0520245569909992
"3503",0.118406151742258
"3137",0.00842763570683194
"1062",0.00215731901916824
"2051",6.48443637566613e-05
"1525",0.250125279862636
"3006",0.293671209585125
"3468",0.0174439535811479
"1054",0.0035052202515642
"341",0.00031588692167351
"2080",0.298995182179922
"1638",0.00106241290706458
"3339",0.0191142096133772
"3415",0.454886669556666
"1409",0.0104050660195987
"1497",3.6943132134206e-05
"2917",0.548114386956614
"2804",0.0694723998866273
"3454",0.0551037298494806
"2677",0.0127029124320885
"3001",0.367848066557905
"229",0.103876768928603
"1301",7.99140157444725e-05
"3079",0.295685104038287
"1991",0.00339788911017849
"3030",0.0907878115565171
"548",8.41408533849388e-05
"2852",0.288985606265484
"2510",0.0149930848822181
"2951",0.101846928304847
"483",0.00447042231467335
"2102",0.114539279390511
"3355",0.344809859525035
"1672",0.000100579084277656
"1489",7.9236814489635e-05
"2827",0.0234145178374925
"1137",0.458113604892126
"1695",0.510672254492325
"1090",0.000519096138649017
"378",0.608789924637439
"2335",0.018942299004938
"2936",0.20456781964915
"2515",0.00966775992208816
"1017",0.024430429239354
"2339",0.014923619065129
"1559",0.0550673519429069
"1804",0.00351514357094314
"1566",0.0394965824872372
"2494",0.0361929616480709
"2358",0.438469868213807
"2793",0.114490634016135
"54",0.0529776364218022
"99",0.00627780375212975
"2753",0.0180371376170709
"1269",0.000736373207252213
"863",0.00441501853702179
"3150",0.294160405630544
"2056",3.86400713226312e-05
"1439",0.00215122059010998
"255",0.0320020650896469
"2485",0.0548090477076242
"1339",0.246727105628472
"179",3.71711604763087e-05
"2822",0.0301100796215613
"285",0.00682843362476618
"1884",0.468281905219677
"985",0.103722500425777
"3240",0.121525532251775
"3101",0.107381354016886
"2108",0.0944032027227833
"2047",9.3783255891986e-05
"268",0.0176766089586378
"1004",0.0421621297312732
"3241",0.117226710311632
"3337",0.0219426737862868
"2310",0.0584715269297475
"2833",0.013831863582515
"2898",0.0279518816485183
"194",0.463752845027195
"2216",0.0549199165752264
"1512",0.423571412599395
"1100",0.000217552847890488
"238",0.0636457479889382
"1894",0.314934999978547
"166",0.000104111679739169
"739",7.2636024881427e-05
"2699",0.242749911674854
"3133",0.0141217797771759
"1509",0.487685950085553
"613",0.0815278421923107
"3360",0.251100783239908
"3470",0.0159617801801643
"1081",0.000879508713518403
"797",0.101372774210991
"1351",0.155139714504478
"241",0.0565623379802402
"1582",0.0183709931119962
"920",0.000126648017823793
"2503",0.0226485677396803
"1576",0.0254005613228654
"2832",0.0172986769782591
"3228",0.214631397165354
"918",0.000155453034349164
"1598",0.00890908132923569
"991",0.0750981497987164
"3083",0.252482129335336
"1289",0.000197880406695484
"3014",0.206885650496097
"490",0.00309811723975827
"2073",0.401688971108929
"3434",0.163300759206793
"2819",0.0345637309387461
"413",0.11947180774321
"3125",0.0210477434076519
"2763",0.491939613104804
"1770",0.0188371447012652
"172",6.8743614309727e-05
"1484",0.000131778723178364
"1765",0.0230127150882756
"3328",0.0430973072042711
"2707",0.166886136112302
"558",2.80168133240757e-05
"3351",0.407039725773432
"2728",0.0643674598326567
"1413",0.00841196057985267
"3115",0.0476933702068389
"3359",0.258869273434895
"805",0.0722274443126062
"169",8.94108413654174e-05
"2755",0.014975688632821
"1925",0.0866424080762593
"904",0.000428471944929654
"1469",0.00031357994118159
"1872",3.03039546472022e-05
"732",0.000134263174593533
"568",0.580477569903822
"2413",0.033353962358496
"1460",0.000519096138649017
"1027",0.0146174854068543
"532",0.000289438957271759
"2640",0.087468038676076
"2427",0.0142573178968414
"1474",0.000246351640967241
"476",0.00627045533817283
"3020",0.150094015327919
"2041",0.000145292109763742
"3224",0.245585211574808
"2117",0.0601196208706915
"2987",0.0100225662620814
"1156",0.206227532093985
"774",0.244011785114509
"2575",0.0419143158410056
"1998",0.00253677121777163
"212",0.198896064827428
"850",0.00920400334606293
"2374",0.230036282716821
"159",0.000195511351652963
"1700",0.382364020995394
"2293",0.108748571896596
"2779",0.224555587584283
